epoch,train_loss,valid_loss,accuracy,f_beta
0,1.261877,0.768530,0.738609,0.736409
1,0.969391,0.675620,0.748201,0.747481
2,0.814400,0.613269,0.771383,0.771414
3,0.701267,0.555715,0.785771,0.785846
4,0.629587,0.538708,0.792966,0.791894
5,0.581821,0.516460,0.796962,0.796965
6,0.529138,0.507632,0.806555,0.806266
7,0.507046,0.507779,0.803357,0.802768
